name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,685,67,618,9.781021897810218,98.52941176470588
FanIn,606,53,553,8.745874587458747,77.94117647058823
CouplingBetweenObjects,715,68,647,9.51048951048951,100.0
DepthOfInheritance,511,44,467,8.610567514677104,64.70588235294117
LackOfCohesionInMethods,226,26,200,11.504424778761061,38.23529411764706
LinesOfCode,717,68,649,9.483960948396094,100.0
SourceLinesOfCode,717,68,649,9.483960948396094,100.0
CommentLinesOfCode,14,0,14,0.0,0.0
CommentDensity,14,0,14,0.0,0.0
NumberOfChildren,210,25,185,11.904761904761903,36.76470588235294
ResponseForClass,344,43,301,12.5,63.23529411764706
WeightedMethodCount,294,26,268,8.843537414965986,38.23529411764706
CyclomaticComplexity,294,26,268,8.843537414965986,38.23529411764706
DepthOfNesting,3,0,3,0.0,0.0
OutDegree,130,18,112,13.846153846153847,26.47058823529412
OutDegreeDistinct,130,18,112,13.846153846153847,26.47058823529412
PatternSize,3,0,3,0.0,0.0
NumberOfPatternVariables,3,0,3,0.0,0.0
