commit,faults,path,NumberOfLambdaFunctions,SourceLinesOfLambda,LambdaScore,LambdaFunctionsUsingOuterVariables,LambdaFunctionsUsingInnerVariables,LambdaFunctionsWithSideEffects,LambdaFunctionsWithAssignment
HEAD,0,package shapeless - trait Refute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object Refute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object Refute - trait Impl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object Refute - object Impl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object Refute - method refute - <$anon: shapeless.Refute[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package <empty> - object Boilerplate,25.0,22.0,0.07407407407407407,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - class BlockHelper,3.0,2.0,0.25,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - class TemplateVals,3.0,3.0,0.1875,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - trait Template,10.0,4.0,0.2857142857142857,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenTuplerInstances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenFnToProductInstances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenFnFromProductInstances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenCaseInst,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenPolyApply,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenPolyInst,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenCases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package <empty> - object Boilerplate - object GenPolyNTraits,0.0,0.0,0.0,0.0,0.0,0.0,0.0
