name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,14,1,13,7.142857142857142,100.0
FanIn,8,1,7,12.5,100.0
CouplingBetweenObjects,14,1,13,7.142857142857142,100.0
DepthOfInheritance,7,1,6,14.285714285714285,100.0
LackOfCohesionInMethods,12,1,11,8.333333333333332,100.0
LinesOfCode,14,1,13,7.142857142857142,100.0
SourceLinesOfCode,14,1,13,7.142857142857142,100.0
CommentLinesOfCode,4,1,3,25.0,100.0
CommentDensity,4,1,3,25.0,100.0
NumberOfChildren,3,0,3,0.0,0.0
ResponseForClass,14,1,13,7.142857142857142,100.0
WeightedMethodCount,14,1,13,7.142857142857142,100.0
CyclomaticComplexity,14,1,13,7.142857142857142,100.0
DepthOfNesting,2,0,2,0.0,0.0
OutDegree,13,1,12,7.6923076923076925,100.0
OutDegreeDistinct,13,1,12,7.6923076923076925,100.0
PatternSize,2,0,2,0.0,0.0
NumberOfPatternVariables,2,0,2,0.0,0.0
