name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,30,3,27,10.0,100.0
FanIn,15,3,12,20.0,100.0
CouplingBetweenObjects,30,3,27,10.0,100.0
DepthOfInheritance,12,2,10,16.666666666666664,66.66666666666666
LackOfCohesionInMethods,23,1,22,4.3478260869565215,33.33333333333333
LinesOfCode,30,3,27,10.0,100.0
SourceLinesOfCode,30,3,27,10.0,100.0
CommentLinesOfCode,8,2,6,25.0,66.66666666666666
CommentDensity,8,2,6,25.0,66.66666666666666
NumberOfChildren,2,0,2,0.0,0.0
ResponseForClass,30,3,27,10.0,100.0
WeightedMethodCount,30,3,27,10.0,100.0
CyclomaticComplexity,30,3,27,10.0,100.0
DepthOfNesting,3,0,3,0.0,0.0
OutDegree,30,3,27,10.0,100.0
OutDegreeDistinct,30,3,27,10.0,100.0
PatternSize,3,0,3,0.0,0.0
