name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,614,19,595,3.0944625407166124,100.0
FanIn,576,18,558,3.125,94.73684210526315
CouplingBetweenObjects,647,19,628,2.936630602782071,100.0
DepthOfInheritance,462,14,448,3.0303030303030303,73.68421052631578
LackOfCohesionInMethods,197,7,190,3.5532994923857872,36.84210526315789
LinesOfCode,650,19,631,2.923076923076923,100.0
SourceLinesOfCode,650,19,631,2.923076923076923,100.0
CommentLinesOfCode,14,0,14,0.0,0.0
CommentDensity,14,0,14,0.0,0.0
NumberOfChildren,195,10,185,5.128205128205128,52.63157894736842
ResponseForClass,307,12,295,3.908794788273615,63.1578947368421
WeightedMethodCount,267,7,260,2.6217228464419478,36.84210526315789
CyclomaticComplexity,267,7,260,2.6217228464419478,36.84210526315789
DepthOfNesting,3,0,3,0.0,0.0
OutDegree,114,4,110,3.508771929824561,21.052631578947366
OutDegreeDistinct,114,4,110,3.508771929824561,21.052631578947366
PatternSize,3,0,3,0.0,0.0
NumberOfPatternVariables,3,0,3,0.0,0.0
