commit,faults,path,Recursive,Nested,HigherOrder,FunctionalCalls,SideEffects,ImperativeCalls,FunctionalScoreLandkroon,ImperativeScoreLandkroon,HasPointsLandkroon,ParadigmScoreLandkroon
HEAD,2,package client - class BigQuery,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0
HEAD,0,package client - object BigQuery,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package client - object BigQuery - class Client,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package client - object BigQuery - class Client - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
HEAD,0,package <empty> - object SoccoIndex,1.0,0.0,0.0,11.0,4.0,1.0,12.0,5.0,5.0,4.166666666666667
HEAD,1,package extra - package json - package object json - class JsonScioContext,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package extra - package json - package object json - class JsonScioContext - method jsonFile - <$anon: com.spotify.scio.extra.json.package.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package extra - package json - package object json - class JsonSCollection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package scio - object ScioMetrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package kryo - class KVSerializer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object FileStorage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - class FileStorage,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,3.0,3.0
HEAD,0,package io - class FileStorage - method getAvroSeekableInput - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fix - package v0_7_0 - object AddMissingImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package syntax - class DynamicBigQueryOps,0.0,0.0,3.0,1.0,9.0,0.0,4.0,9.0,2.0,1.25
HEAD,0,package syntax - class DynamicTableRowBigQueryOps,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package syntax - class DynamicTypedBigQueryOps,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package syntax - trait SCollectionSyntax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object FunctionsWithSideOutput,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.5
HEAD,0,package util - object FunctionsWithSideOutput - trait SideOutputFn,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0
HEAD,0,package util - object FunctionsWithSideOutput - method mapFn - <$anon: com.spotify.scio.util.NamedDoFn[T U] with com.spotify.scio.util.FunctionsWithSideOutput.SideOutputFn[T U]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object FunctionsWithSideOutput - method flatMapFn - <$anon: com.spotify.scio.util.NamedDoFn[T U] with com.spotify.scio.util.FunctionsWithSideOutput.SideOutputFn[T U]>,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
