name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,251,33,218,13.147410358565736,100.0
FanIn,203,27,176,13.30049261083744,81.81818181818183
CouplingBetweenObjects,251,33,218,13.147410358565736,100.0
DepthOfInheritance,129,18,111,13.953488372093023,54.54545454545454
LackOfCohesionInMethods,162,30,132,18.51851851851852,90.9090909090909
LinesOfCode,251,33,218,13.147410358565736,100.0
SourceLinesOfCode,251,33,218,13.147410358565736,100.0
CommentLinesOfCode,61,7,54,11.475409836065573,21.21212121212121
CommentDensity,61,7,54,11.475409836065573,21.21212121212121
NumberOfChildren,62,19,43,30.64516129032258,57.57575757575758
ResponseForClass,251,33,218,13.147410358565736,100.0
WeightedMethodCount,251,33,218,13.147410358565736,100.0
CyclomaticComplexity,251,33,218,13.147410358565736,100.0
DepthOfNesting,149,25,124,16.778523489932887,75.75757575757575
OutDegree,243,33,210,13.580246913580247,100.0
OutDegreeDistinct,243,33,210,13.580246913580247,100.0
PatternSize,149,25,124,16.778523489932887,75.75757575757575
NumberOfPatternVariables,137,22,115,16.05839416058394,66.66666666666666
