commit,faults,path,Recursive,Nested,HigherOrder,FunctionalCalls,SideEffects,ImperativeCalls,FunctionalScoreLandkroon,ImperativeScoreLandkroon,HasPointsLandkroon,ParadigmScoreLandkroon
HEAD,0,package http4s - package bench - class NioCharsetBench,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25
HEAD,0,package parser - trait Rfc2616BasicRules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package parser - object Rfc2616BasicRules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package parser - object Rfc2616BasicRules - method token - <$anon: org.http4s.parser.Rfc2616BasicRules>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - object Router,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
HEAD,0,package syntax - trait AsyncSyntax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package syntax - class AsyncOps,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5
HEAD,0,package headers - object Link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package headers - class Link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package internal - package object internal,0.0,0.0,0.06666666666666667,0.6666666666666666,1.7333333333333334,0.13333333333333333,0.7333333333333333,1.8666666666666667,0.6666666666666666,0.5333333333333333
HEAD,0,package http4s - package client - package middleware - object GZip,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.75
HEAD,5,package http4s - package server - package staticcontent - object FileService,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.75,0.75
HEAD,1,package http4s - package server - package staticcontent - object FileService - object Config,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,3,package http4s - package client - package middleware - object ResponseLogger,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,2.3333333333333335,0.0,1.0,1.0
HEAD,0,package middleware - trait CookieJar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package middleware - object CookieJar,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.7272727272727273,0.0,0.36363636363636365,0.36363636363636365
HEAD,0,package middleware - object CookieJar - class CookieJarRefImpl,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25
HEAD,0,package middleware - object CookieJar - class CookieValue,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package middleware - object CookieJar - object CookieValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - class DefaultClient,0.0,0.0,0.41379310344827586,0.3103448275862069,0.0,0.0,0.7241379310344828,0.0,0.4827586206896552,0.4827586206896552
HEAD,0,package http4s - package server - object ContextMiddleware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fix - class v0_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package server - package blaze - class Http2NodeStage,0.0,0.0,0.0,1.4285714285714286,2.7142857142857144,0.2857142857142857,1.4285714285714286,3.0,0.7142857142857143,0.42532467532467527
HEAD,1,package http4s - package server - package blaze - class Http2NodeStage - method checkAndRunRequest - <$anon: Runnable>,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package http4s - package headers - object Content-Location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - class Content-Location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Strict-Transport-Security,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5
HEAD,0,package http4s - package headers - class Strict-Transport-Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package blaze - object BlazeExample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package blaze - object BlazeExampleApp,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5
HEAD,1,package http4s - package server - package blaze - class BlazeBuilder,0.0,0.0,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.18627450980392157
