name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
LambdaFunctionsUsingInnerVariables,1,70.83333333333334,,68.0,,0.4769314263436346,
LambdaFunctionsUsingInnerVariables baseline,1,73.91304347826086,,68.0,,0.5101749584278681,
LambdaFunctionsUsingOuterVariables,1,77.94117647058823,,72.60273972602741,,0.5305751078108609,
LambdaFunctionsUsingOuterVariables baseline,1,77.46478873239437,,75.34246575342465,,0.5433882780792465,
LambdaFunctionsWithAssignment,1,77.14285714285717,,70.12987012987013,,0.5013700908050119,
LambdaFunctionsWithAssignment baseline,1,72.0,,70.12987012987013,,0.4357625552666829,
LambdaFunctionsWithSideEffects,5,59.02717742615441,6.868268291494569,57.792385392385405,8.582161066097768,0.2719657501565196,0.16443804846618978
LambdaFunctionsWithSideEffects baseline,5,55.34434543712266,7.06615070535428,59.478965478965485,9.030606682555751,0.2236397337957426,0.20315257251183635
LambdaScore,7,49.5468423668449,10.945114852136848,64.29883261466294,4.035040041202593,0.38128732391698966,0.06269912697081487
LambdaScore baseline,7,48.63156365478347,11.240770273348476,63.61144028549636,6.023807454184646,0.369163150480624,0.07560811011653684
NumberOfLambdaFunctions,7,48.63194287010781,10.234302681718205,64.28242740650799,7.52910206858605,0.3721893896325522,0.06805885963217674
NumberOfLambdaFunctions baseline,7,48.63156365478347,11.240770273348476,63.61144028549636,6.023807454184646,0.369163150480624,0.07560811011653684
SourceLinesOfLambda,7,48.428029239777985,10.606197751339634,64.57571529756066,5.4261109069263584,0.37092371029107324,0.06614373882815922
SourceLinesOfLambda baseline,7,48.63156365478347,11.240770273348476,63.61144028549636,6.023807454184646,0.369163150480624,0.07560811011653684
