name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,269,73,196,27.137546468401485,100.0
FanIn,202,68,134,33.663366336633665,93.15068493150685
CouplingBetweenObjects,269,73,196,27.137546468401485,100.0
DepthOfInheritance,123,26,97,21.138211382113823,35.61643835616438
LackOfCohesionInMethods,174,34,140,19.54022988505747,46.57534246575342
LinesOfCode,273,73,200,26.73992673992674,100.0
SourceLinesOfCode,273,73,200,26.73992673992674,100.0
CommentLinesOfCode,130,38,92,29.230769230769234,52.054794520547944
CommentDensity,130,38,92,29.230769230769234,52.054794520547944
NumberOfChildren,24,5,19,20.833333333333336,6.8493150684931505
ResponseForClass,273,73,200,26.73992673992674,100.0
WeightedMethodCount,273,73,200,26.73992673992674,100.0
CyclomaticComplexity,273,73,200,26.73992673992674,100.0
DepthOfNesting,112,47,65,41.964285714285715,64.38356164383562
OutDegree,269,73,196,27.137546468401485,100.0
OutDegreeDistinct,269,73,196,27.137546468401485,100.0
PatternSize,112,47,65,41.964285714285715,64.38356164383562
NumberOfPatternVariables,106,46,60,43.39622641509434,63.013698630136986
