commit,faults,path,NumberOfLambdaFunctions,SourceLinesOfLambda,LambdaScore,LambdaFunctionsUsingOuterVariables,LambdaFunctionsUsingInnerVariables,LambdaFunctionsWithSideEffects,LambdaFunctionsWithAssignment
HEAD,0,package http4s - package bench - class NioCharsetBench,2.0,3.0,0.08823529411764706,0.0,0.0,1.0,0.0
HEAD,0,package parser - trait Rfc2616BasicRules,2.0,4.0,0.125,0.0,0.0,1.0,0.0
HEAD,0,package parser - object Rfc2616BasicRules,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0
HEAD,0,package parser - object Rfc2616BasicRules - method token - <$anon: org.http4s.parser.Rfc2616BasicRules>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Content-MD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - object Router,3.0,12.0,0.4444444444444444,0.0,0.0,0.0,0.0
HEAD,0,package syntax - trait AsyncSyntax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package syntax - class AsyncOps,1.0,6.0,0.5,0.0,0.0,0.0,0.0
HEAD,0,package headers - object Link,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package headers - class Link,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package internal - package object internal,11.0,86.0,0.4574468085106383,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package internal - package object internal - object HexDecodeException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package middleware - object GZip,5.0,19.0,0.3877551020408163,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package middleware - object GZip - object EmptyBodyException,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package http4s - package server - package staticcontent - object FileService,11.0,36.0,0.3103448275862069,0.0,0.0,0.0,0.0
HEAD,2,package http4s - package server - package staticcontent - object FileService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService - object Config,1.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object FileService - method apply - object BadTraversal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package client - package middleware - object ResponseLogger,12.0,28.0,0.4375,0.0,0.0,0.0,0.0
